Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0009355,CUST8690,266078,64300,86
INV0009356,CUST2020,112852,10367,35
INV0009357,CUST6392,78361,77280,66
INV0009358,CUST3796,1351,930,41
INV0009359,CUST5125,88526,74772,160
INV0009360,CUST8515,11637,4701,135
INV0009361,CUST1560,64293,49178,71
INV0009362,CUST8331,283225,231600,54
INV0009363,CUST2317,287103,200864,124
INV0009364,CUST9540,26857,7981,17
INV0009365,CUST6103,197412,32537,156
INV0009366,CUST6296,243028,22230,116
INV0009367,CUST5177,204780,28302,69
INV0009368,CUST8052,194489,12460,75
INV0009369,CUST7027,229347,131851,152
INV0009370,CUST6065,258035,40307,61
INV0009371,CUST5085,188304,188162,94
INV0009372,CUST5224,97732,57023,163
INV0009373,CUST9657,65937,33257,9
INV0009374,CUST1317,32581,3505,8
INV0009375,CUST8444,52882,5548,170
INV0009376,CUST4042,138396,136854,64
INV0009377,CUST1803,219613,81031,72
INV0009378,CUST9467,12810,1698,14
INV0009379,CUST5622,88916,9742,94
INV0009380,CUST1317,15641,223,91
INV0009381,CUST3266,171322,145872,95
INV0009382,CUST3046,151582,102567,59
INV0009383,CUST1007,148098,47117,1
INV0009384,CUST3926,28731,18465,149
INV0009385,CUST6845,239023,44994,112
INV0009386,CUST1129,91493,68049,131
INV0009387,CUST5652,278022,128369,19
INV0009388,CUST6278,220497,179963,92
INV0009389,CUST4649,33831,18178,102
INV0009390,CUST3365,117089,14983,122
INV0009391,CUST8343,266850,254777,87
INV0009392,CUST8802,190008,98482,136
INV0009393,CUST8380,175025,169893,93
INV0009394,CUST7119,2813,600,80
INV0009395,CUST6789,110774,71806,30
INV0009396,CUST1617,172733,58903,80
INV0009397,CUST8014,170548,85259,166
INV0009398,CUST6040,32655,5312,155
INV0009399,CUST3601,95968,76389,24
INV0009400,CUST3836,159074,39374,132
INV0009401,CUST3955,256227,160815,55
INV0009402,CUST6952,218755,153562,29
INV0009403,CUST4031,45068,42288,67
INV0009404,CUST7767,178355,133979,60
INV0009405,CUST5278,120876,85645,113
INV0009406,CUST3842,185174,60105,58
INV0009407,CUST9833,66167,64300,116
INV0009408,CUST2523,190863,98794,28
INV0009409,CUST5360,198728,110132,35
INV0009410,CUST1187,225158,24603,166
INV0009411,CUST8534,243654,81925,67
INV0009412,CUST3643,105949,51484,131
INV0009413,CUST3069,213446,71295,55
INV0009414,CUST2223,293723,204597,91
INV0009415,CUST4872,243936,182352,72
INV0009416,CUST3366,257958,70566,12
INV0009417,CUST2145,65119,24486,107
INV0009418,CUST2387,225795,107468,70
INV0009419,CUST8542,276216,9721,0
INV0009420,CUST4480,8289,870,167
INV0009421,CUST8494,254996,206889,41
INV0009422,CUST3776,103150,96546,108
INV0009423,CUST8291,216968,117638,85
INV0009424,CUST4773,44352,13482,21
INV0009425,CUST6524,193355,149801,1
INV0009426,CUST8230,3308,2235,49
INV0009427,CUST8648,237829,79786,129
INV0009428,CUST9923,183203,72931,148
INV0009429,CUST2911,87523,59148,12
INV0009430,CUST8984,158777,56155,164
INV0009431,CUST1733,14929,6691,115
INV0009432,CUST6928,51866,4581,169
INV0009433,CUST9220,179431,169170,176
INV0009434,CUST3350,255821,133001,157
INV0009435,CUST8477,61660,7536,119
INV0009436,CUST8172,265103,29513,130
INV0009437,CUST4722,104521,17652,143
INV0009438,CUST4244,157083,140379,128
INV0009439,CUST7223,66971,55974,82
INV0009440,CUST4607,90592,21537,4
INV0009441,CUST3815,168541,105683,71
INV0009442,CUST8099,47201,40777,121
INV0009443,CUST5287,41850,29313,123
INV0009444,CUST1384,48181,3906,23
INV0009445,CUST7145,154985,152445,45
INV0009446,CUST5030,56496,44469,41
INV0009447,CUST1301,296132,43611,7
INV0009448,CUST4655,131809,127027,50
INV0009449,CUST7659,16680,5589,19
INV0009450,CUST7582,182808,87652,108
INV0009451,CUST4525,108282,7793,138
INV0009452,CUST8813,46233,18052,118
INV0009453,CUST3719,49811,20277,15
INV0009454,CUST5365,193973,125544,18
INV0009455,CUST9279,51250,36660,39
INV0009456,CUST2887,18445,1609,28
INV0009457,CUST6327,193469,41639,84
INV0009458,CUST8029,44705,4618,33
INV0009459,CUST1909,106886,28131,7
INV0009460,CUST1740,14911,90,155
INV0009461,CUST5513,6618,1942,93
INV0009462,CUST6794,123166,11943,104
INV0009463,CUST3948,278400,173466,26
INV0009464,CUST5372,119379,106529,2
INV0009465,CUST4898,207805,201155,170
INV0009466,CUST9212,103682,43533,129
INV0009467,CUST4736,161506,122154,87
INV0009468,CUST5377,80995,3825,154
INV0009469,CUST1571,227472,17156,147
INV0009470,CUST3464,28951,23183,149
INV0009471,CUST8367,145246,22415,133
INV0009472,CUST7475,58392,58093,12
INV0009473,CUST4060,169655,111677,111
INV0009474,CUST7685,289746,81859,81
INV0009475,CUST5084,57209,43086,90
INV0009476,CUST7673,211471,159290,34
INV0009477,CUST8176,232739,102590,172
INV0009478,CUST7312,243756,96495,138
INV0009479,CUST4792,39833,6035,33
INV0009480,CUST2879,10824,1826,104
INV0009481,CUST4307,28807,21039,139
INV0009482,CUST5881,187379,169544,165
INV0009483,CUST9744,261845,17702,119
INV0009484,CUST2696,212116,156510,133
INV0009485,CUST7729,64340,37219,131
INV0009486,CUST4000,11068,9885,77
INV0009487,CUST9189,191958,123264,64
INV0009488,CUST6436,168860,52936,70
INV0009489,CUST2303,146821,114112,147
INV0009490,CUST3599,86614,77688,133
INV0009491,CUST9092,186792,128864,62
INV0009492,CUST9465,198461,88924,127
INV0009493,CUST9021,43369,7104,92
INV0009494,CUST4435,267491,129123,24
INV0009495,CUST7138,252063,116564,139
INV0009496,CUST8909,47796,13562,96
INV0009497,CUST6233,29966,18454,129
INV0009498,CUST7108,41042,33153,17
INV0009499,CUST9269,214191,60200,9
INV0009500,CUST9905,220541,873,25
INV0009501,CUST2782,60519,7003,89
INV0009502,CUST1202,284914,46483,130
INV0009503,CUST2292,282975,159089,90
INV0009504,CUST8234,34096,19046,23
INV0009505,CUST6050,201748,149895,170
INV0009506,CUST6956,189236,136794,71
INV0009507,CUST3924,12374,4007,149
INV0009508,CUST4816,274992,90203,157
INV0009509,CUST4763,56148,28226,159
INV0009510,CUST1335,175987,58674,77
INV0009511,CUST1897,127424,109010,174
INV0009512,CUST6999,271625,123069,41
INV0009513,CUST6550,193364,175474,124
INV0009514,CUST8685,130009,7478,177
INV0009515,CUST4934,16225,15636,124
INV0009516,CUST5877,117242,71967,139
INV0009517,CUST3331,39673,29129,40
INV0009518,CUST8475,278133,29029,68
INV0009519,CUST2813,209890,69749,63
INV0009520,CUST1416,52886,20432,14
INV0009521,CUST4109,59368,23978,21
INV0009522,CUST4866,139566,42250,132
INV0009523,CUST3964,82197,45735,86
INV0009524,CUST3058,47158,6761,30
INV0009525,CUST3155,237718,172666,159
INV0009526,CUST1885,60707,21823,118
INV0009527,CUST8121,283079,38271,67
INV0009528,CUST8905,215104,92946,32
INV0009529,CUST9100,240007,208397,117
INV0009530,CUST8768,71362,68463,59
INV0009531,CUST5943,39846,25145,120
INV0009532,CUST2047,272143,208179,94
INV0009533,CUST5971,108959,34542,124
INV0009534,CUST9245,67562,54231,97
INV0009535,CUST4315,175530,156182,13
INV0009536,CUST3018,79997,64121,177
INV0009537,CUST6915,219719,132912,58
INV0009538,CUST5560,104618,60830,113
INV0009539,CUST6850,282547,21120,160
INV0009540,CUST4645,51818,43714,35
INV0009541,CUST8124,277618,32179,148
INV0009542,CUST7842,286671,277172,91
INV0009543,CUST4349,171209,104491,133
INV0009544,CUST5664,189933,9716,114
INV0009545,CUST9279,241967,114665,175
INV0009546,CUST4200,231842,223449,28
INV0009547,CUST4340,41152,16943,26
INV0009548,CUST5329,227596,153695,65
INV0009549,CUST6559,13121,1815,28
INV0009550,CUST9242,12873,10682,124
INV0009551,CUST4347,48030,17300,25
INV0009552,CUST6224,28182,3153,172
INV0009553,CUST9148,148678,81658,83
INV0009554,CUST3260,112185,92791,89
INV0009555,CUST2296,236711,49796,164
INV0009556,CUST2150,75412,72135,10
INV0009557,CUST2984,193441,60167,131
INV0009558,CUST2898,199487,116876,168
INV0009559,CUST1535,223527,13428,107
INV0009560,CUST8954,67653,29614,80
INV0009561,CUST8570,296259,294006,148
INV0009562,CUST5104,273410,237502,118
INV0009563,CUST9816,109766,59278,18
INV0009564,CUST1211,271201,207947,165
INV0009565,CUST2252,190944,139513,176
INV0009566,CUST5535,156580,34461,5
INV0009567,CUST2752,239742,176231,41
INV0009568,CUST9304,43116,32206,119
INV0009569,CUST8804,5595,2149,107
INV0009570,CUST4616,256953,78194,75
INV0009571,CUST8610,170157,152110,9
INV0009572,CUST7421,293549,266787,4
INV0009573,CUST8654,34907,15119,173
INV0009574,CUST4015,87235,29456,115
INV0009575,CUST2865,170098,106644,28
INV0009576,CUST8805,202415,62543,167
INV0009577,CUST2997,183815,147863,164
INV0009578,CUST2235,33533,15215,28
INV0009579,CUST7994,111399,72782,43
INV0009580,CUST2707,171557,115190,137
INV0009581,CUST1959,250026,201844,171
INV0009582,CUST5914,187859,114859,10
INV0009583,CUST2346,296735,87908,145
INV0009584,CUST9064,41910,37776,91
INV0009585,CUST9273,19607,778,43
INV0009586,CUST3774,44533,14584,102
INV0009587,CUST5971,236678,41972,103
INV0009588,CUST2758,105171,19633,138
INV0009589,CUST8604,102961,69855,28
INV0009590,CUST9869,81995,59594,68
INV0009591,CUST6444,15821,12822,93
INV0009592,CUST2372,251364,131575,16
INV0009593,CUST4177,248313,132139,13
INV0009594,CUST2639,112899,88567,53
INV0009595,CUST4511,288546,239786,97
INV0009596,CUST6217,287710,186294,162
INV0009597,CUST5327,88481,67157,88
INV0009598,CUST9951,69014,10254,105
INV0009599,CUST4254,76532,2193,164
INV0009600,CUST1560,296404,46923,79
INV0009601,CUST9053,247631,142591,132
INV0009602,CUST1033,257782,160495,85
INV0009603,CUST7731,47415,5682,134
INV0009604,CUST3334,210029,33240,156
INV0009605,CUST8850,97319,20300,110
INV0009606,CUST8625,186439,1178,86
INV0009607,CUST1497,109566,9168,116
INV0009608,CUST1598,7864,5724,54
INV0009609,CUST9735,188771,116817,94
INV0009610,CUST8393,119258,4676,108
INV0009611,CUST6401,196467,109289,165
INV0009612,CUST6056,89031,28239,147
INV0009613,CUST3438,62545,46574,123
INV0009614,CUST9891,59915,14100,80
INV0009615,CUST3534,247865,158231,130
INV0009616,CUST8278,270187,202333,80
INV0009617,CUST8259,55052,35307,151
INV0009618,CUST1228,1696,695,135
INV0009619,CUST3734,72124,59081,168
INV0009620,CUST3295,187207,163919,12
INV0009621,CUST8982,292491,288886,147
INV0009622,CUST1021,216236,157804,34
INV0009623,CUST4922,132045,12855,48
INV0009624,CUST8815,159305,11703,166
INV0009625,CUST2898,252544,230679,108
INV0009626,CUST6744,58420,3577,137
INV0009627,CUST9879,253830,98385,7
INV0009628,CUST3535,21905,14011,98
INV0009629,CUST7902,102286,97252,22
INV0009630,CUST4635,265337,241946,134
INV0009631,CUST3583,297219,108206,100
INV0009632,CUST1856,12344,1659,81
INV0009633,CUST5361,187576,143233,10
INV0009634,CUST4933,208117,60054,177
INV0009635,CUST9427,211282,48354,98
INV0009636,CUST5315,243343,139899,21
INV0009637,CUST6214,152827,44435,126
INV0009638,CUST3194,124632,43734,138
INV0009639,CUST4518,254974,5066,128
INV0009640,CUST3333,247104,205056,134
INV0009641,CUST1351,143366,140391,41
INV0009642,CUST5516,61836,38432,57
INV0009643,CUST9412,233114,229390,157
INV0009644,CUST2408,161505,106076,7
INV0009645,CUST5302,286244,176841,155
INV0009646,CUST4217,271146,245100,130
INV0009647,CUST1124,44955,10765,44
INV0009648,CUST5403,213478,41411,29
INV0009649,CUST7082,115114,96372,115
INV0009650,CUST1146,164108,115688,141
INV0009651,CUST4354,187378,10238,17
INV0009652,CUST3317,40259,22829,29
INV0009653,CUST2896,21741,13939,86
INV0009654,CUST7480,283095,88808,40
INV0009655,CUST8769,223228,98965,118
INV0009656,CUST8150,189668,36490,148
INV0009657,CUST1633,145985,121478,107
INV0009658,CUST8717,136701,24166,25
INV0009659,CUST8475,136807,130968,35
INV0009660,CUST5982,147728,29570,86
INV0009661,CUST5701,36829,12998,47
INV0009662,CUST6838,84792,42684,170
INV0009663,CUST7604,220210,175669,10
INV0009664,CUST1806,51893,40327,81
INV0009665,CUST5566,13470,4645,102
INV0009666,CUST8747,118655,51441,31
INV0009667,CUST8773,175365,163158,176
INV0009668,CUST4451,284114,274735,2
INV0009669,CUST8923,250287,89430,79
INV0009670,CUST3167,192339,103251,6
INV0009671,CUST8839,247570,145582,151
INV0009672,CUST2303,68801,49029,73
INV0009673,CUST8679,276235,77609,115
INV0009674,CUST8028,212697,198597,134
INV0009675,CUST2006,134947,117527,84
INV0009676,CUST2845,132246,26101,164
INV0009677,CUST9381,257678,68179,95
INV0009678,CUST4733,195453,159405,133
INV0009679,CUST7911,165747,122197,48
INV0009680,CUST5455,273894,77668,0
INV0009681,CUST1955,36092,35110,64
INV0009682,CUST3534,52688,39907,122
INV0009683,CUST3200,13430,8624,20
INV0009684,CUST4009,40579,33963,13
INV0009685,CUST2168,21674,8882,90
INV0009686,CUST9433,68788,27985,160
INV0009687,CUST8495,225729,121238,101
INV0009688,CUST1101,168504,165063,12
INV0009689,CUST9013,44097,3238,2
INV0009690,CUST2987,263875,71323,15
INV0009691,CUST4703,174689,114571,147
INV0009692,CUST2798,48845,38320,111
INV0009693,CUST6559,197739,60623,71
INV0009694,CUST2254,299161,250657,107
INV0009695,CUST3466,207067,144617,97
INV0009696,CUST3868,83733,66896,91
INV0009697,CUST9542,204654,53949,9
INV0009698,CUST7903,53141,42509,116
INV0009699,CUST2775,251801,164587,136
INV0009700,CUST9279,26102,20108,164
INV0009701,CUST1228,155234,38850,98
INV0009702,CUST2351,157917,53882,41
INV0009703,CUST4764,299703,91626,89
INV0009704,CUST6213,49429,38411,137
INV0009705,CUST6853,220869,67663,66
INV0009706,CUST3598,155572,96738,97
INV0009707,CUST1688,207222,177626,74
INV0009708,CUST8357,26951,15502,57
INV0009709,CUST8890,107363,70082,1
INV0009710,CUST9345,1172,659,32
INV0009711,CUST7109,96012,25728,90
INV0009712,CUST4072,63589,37240,98
INV0009713,CUST9438,285281,124257,5
INV0009714,CUST6997,266982,218754,179
INV0009715,CUST2973,12890,8735,31
INV0009716,CUST3166,142161,110045,55
INV0009717,CUST7914,118854,118376,35
INV0009718,CUST5850,90009,73586,63
INV0009719,CUST2422,70358,65464,36
INV0009720,CUST5166,123369,99162,75
INV0009721,CUST4211,7416,7064,179
INV0009722,CUST9415,251132,14867,19
INV0009723,CUST9162,215109,90861,126
INV0009724,CUST7367,239776,110141,47
INV0009725,CUST6733,81890,74744,55
INV0009726,CUST7103,9419,3455,24
INV0009727,CUST7652,45395,24952,14
INV0009728,CUST2098,70616,11515,77
INV0009729,CUST4685,87647,63184,51
INV0009730,CUST7963,169594,136877,115
INV0009731,CUST3394,136993,94230,72
INV0009732,CUST1690,211305,27082,148
INV0009733,CUST3056,254161,25755,142
INV0009734,CUST3676,246350,49150,42
INV0009735,CUST1982,63563,13887,112
INV0009736,CUST9546,79264,69107,165
INV0009737,CUST9782,276238,46424,111
INV0009738,CUST9762,277156,87187,162
INV0009739,CUST1275,77886,37170,94
INV0009740,CUST9769,207807,5717,127
INV0009741,CUST7640,25997,20718,62
INV0009742,CUST4368,268161,11408,1
INV0009743,CUST3946,259600,112577,137
INV0009744,CUST3327,20087,12104,100
INV0009745,CUST9275,236394,5384,136
INV0009746,CUST8592,197614,191800,27
INV0009747,CUST6587,205943,128767,19
INV0009748,CUST4427,125070,64865,49
INV0009749,CUST2152,37091,17626,62
INV0009750,CUST4658,30329,4676,83
INV0009751,CUST9055,267633,248569,80
INV0009752,CUST1378,129029,76705,140
INV0009753,CUST4234,112472,110240,15
INV0009754,CUST1877,126816,33893,70
INV0009755,CUST5878,258397,242052,152
INV0009756,CUST8724,151443,39414,58
INV0009757,CUST4437,58434,707,43
INV0009758,CUST3675,60164,14250,113
INV0009759,CUST9658,287585,42361,20
INV0009760,CUST9334,190188,69447,180
INV0009761,CUST8681,114605,14711,129
INV0009762,CUST4044,262974,228719,123
INV0009763,CUST6430,132253,108722,168
INV0009764,CUST8462,78939,21109,141
INV0009765,CUST3516,187512,122055,176
INV0009766,CUST7663,142869,136763,64
INV0009767,CUST1995,222541,39551,142
INV0009768,CUST3257,116893,9430,71
INV0009769,CUST5377,150595,146600,117
INV0009770,CUST4375,284273,112209,4
INV0009771,CUST9099,244605,186660,117
INV0009772,CUST2474,43899,11776,142
INV0009773,CUST8981,184033,59286,105
INV0009774,CUST5333,108438,60009,100
INV0009775,CUST5956,94768,50781,24
INV0009776,CUST3397,21001,13880,34
INV0009777,CUST4857,253827,134873,158
INV0009778,CUST7354,159069,149481,14
INV0009779,CUST7118,68002,5095,5
INV0009780,CUST7979,65640,44195,52
INV0009781,CUST3503,154427,51368,152
INV0009782,CUST8401,52120,7546,25
INV0009783,CUST8190,41008,27283,35
INV0009784,CUST3876,37534,1613,58
INV0009785,CUST4354,199719,70160,69
INV0009786,CUST5176,169722,64122,171
INV0009787,CUST7939,92619,36613,159
INV0009788,CUST5986,132795,47959,117
INV0009789,CUST2589,105462,25982,21
INV0009790,CUST6246,244635,197943,160
INV0009791,CUST7403,247673,98427,172
INV0009792,CUST3446,100507,9284,169
INV0009793,CUST3794,206669,64537,42
INV0009794,CUST8405,63366,486,111
INV0009795,CUST1034,37793,2568,170
INV0009796,CUST7468,210305,85517,143
INV0009797,CUST4934,266995,102277,24
INV0009798,CUST2922,159305,61602,53
INV0009799,CUST4940,105666,92515,3
INV0009800,CUST1426,294966,166658,167
INV0009801,CUST9095,210799,19922,32
INV0009802,CUST9161,181253,111392,27
INV0009803,CUST5265,170699,55530,1
INV0009804,CUST8545,46428,6984,46
INV0009805,CUST7952,2265,2021,21
INV0009806,CUST1063,220496,176581,36
INV0009807,CUST5252,145761,131421,105
INV0009808,CUST8491,284810,144733,125
INV0009809,CUST4064,129149,14316,30
INV0009810,CUST1020,286462,40693,142
INV0009811,CUST2709,69023,2471,102
INV0009812,CUST6218,137461,116024,94
INV0009813,CUST7118,177034,143982,103
INV0009814,CUST9078,56755,36451,6
INV0009815,CUST2275,297750,121600,89
INV0009816,CUST5788,46313,13805,77
INV0009817,CUST7796,179464,12024,81
INV0009818,CUST9810,220672,47983,155
INV0009819,CUST2713,207898,81114,144
INV0009820,CUST7279,69486,22202,163
INV0009821,CUST9158,159520,11869,47
INV0009822,CUST3413,274369,272449,59
INV0009823,CUST8154,144030,197,115
INV0009824,CUST5291,170277,109736,105
INV0009825,CUST2791,281501,173175,52
INV0009826,CUST1383,255119,209546,54
INV0009827,CUST1131,220910,56840,108
INV0009828,CUST8638,148952,37971,68
INV0009829,CUST3555,103007,58273,93
INV0009830,CUST6757,55535,50749,136
INV0009831,CUST1914,284173,123124,41
INV0009832,CUST7392,237494,142334,170
INV0009833,CUST1333,15231,6618,27
INV0009834,CUST3266,80731,23222,111
INV0009835,CUST1127,52751,15422,54
INV0009836,CUST5647,240080,203275,100
INV0009837,CUST6683,77660,17231,148
INV0009838,CUST5059,134006,78861,39
INV0009839,CUST7565,161269,55543,48
INV0009840,CUST6142,45807,2823,100
INV0009841,CUST3850,168057,101839,21
INV0009842,CUST9784,249661,77495,166
INV0009843,CUST1769,220208,182249,112
INV0009844,CUST4389,43221,13277,138
INV0009845,CUST8554,299744,217744,74
INV0009846,CUST5445,7660,2423,45
INV0009847,CUST8025,283262,116877,42
INV0009848,CUST7606,233477,17162,49
INV0009849,CUST3630,104578,77869,75
INV0009850,CUST3975,155604,100938,31
INV0009851,CUST2795,254523,55257,91
INV0009852,CUST2629,120686,46976,156
INV0009853,CUST8132,20224,14011,4
INV0009854,CUST4410,193308,190041,3
INV0009855,CUST3522,24477,21331,108
INV0009856,CUST4503,291271,283565,4
INV0009857,CUST3156,77892,71662,20
INV0009858,CUST5601,7263,3044,61
INV0009859,CUST3447,189001,6309,153
INV0009860,CUST1401,69325,43274,40
INV0009861,CUST8741,57952,5309,69
INV0009862,CUST9717,80999,38571,17
INV0009863,CUST8210,17579,2590,27
INV0009864,CUST2641,172615,150408,127
INV0009865,CUST5654,188725,49342,26
INV0009866,CUST5468,28619,21552,128
INV0009867,CUST3772,110626,67396,177
