Vendor_ID,Bill_No,Bill_Amount,Outstanding,Due_Days
VEND2537,BILL0012767,239355,87212,55
VEND8074,BILL0012768,179829,119408,31
VEND7209,BILL0012769,239741,155574,116
VEND6129,BILL0012770,179746,103499,131
VEND3014,BILL0012771,118185,117748,83
VEND5306,BILL0012772,176869,113011,121
VEND9281,BILL0012773,203375,127929,139
VEND7809,BILL0012774,7149,984,89
VEND7663,BILL0012775,132877,82865,130
VEND9300,BILL0012776,168263,7976,66
VEND4132,BILL0012777,48949,39656,63
VEND3968,BILL0012778,245733,144340,143
VEND9233,BILL0012779,240004,68221,14
VEND7256,BILL0012780,243722,218340,75
VEND1685,BILL0012781,151299,80919,116
VEND8564,BILL0012782,133791,128576,99
VEND1029,BILL0012783,249942,68404,173
VEND5896,BILL0012784,246254,19347,99
VEND5224,BILL0012785,124762,33234,39
VEND5314,BILL0012786,87082,4194,1
VEND4393,BILL0012787,158525,67731,75
VEND6161,BILL0012788,74654,34902,109
VEND8544,BILL0012789,4804,4110,85
VEND8976,BILL0012790,208370,71412,78
VEND5988,BILL0012791,192424,27470,36
VEND2044,BILL0012792,60901,22085,135
VEND4274,BILL0012793,77101,69034,120
VEND9846,BILL0012794,187996,121596,81
VEND3710,BILL0012795,201886,62970,10
VEND6761,BILL0012796,53561,35516,121
VEND7752,BILL0012797,93767,40604,38
VEND4864,BILL0012798,147434,121145,125
VEND5672,BILL0012799,202470,81608,72
VEND4282,BILL0012800,48904,33733,62
VEND2200,BILL0012801,151552,70069,140
VEND4527,BILL0012802,170495,132616,114
VEND1989,BILL0012803,143867,8283,50
VEND6846,BILL0012804,178966,122071,137
VEND7550,BILL0012805,97384,25653,154
VEND1103,BILL0012806,34168,14922,127
VEND2387,BILL0012807,89324,26696,149
VEND8238,BILL0012808,106586,21989,49
VEND8961,BILL0012809,96978,51552,35
VEND7164,BILL0012810,199842,30095,38
VEND1622,BILL0012811,146793,44853,9
VEND3422,BILL0012812,15681,631,65
VEND1895,BILL0012813,233286,129345,47
VEND4924,BILL0012814,106506,39790,151
VEND3910,BILL0012815,136612,60100,29
VEND5028,BILL0012816,52025,7606,63
VEND2499,BILL0012817,243764,38692,101
VEND6371,BILL0012818,237913,144407,2
VEND9144,BILL0012819,161329,10863,180
VEND6077,BILL0012820,129650,17473,2
VEND7663,BILL0012821,153678,24235,132
VEND2197,BILL0012822,208760,131387,65
VEND2538,BILL0012823,117190,96610,53
VEND7964,BILL0012824,226027,27031,45
VEND9902,BILL0012825,225565,213718,133
VEND1620,BILL0012826,164242,11412,158
VEND9387,BILL0012827,196213,45996,88
VEND8512,BILL0012828,46852,26500,21
VEND9143,BILL0012829,93727,55887,136
VEND1995,BILL0012830,219251,87103,28
VEND6529,BILL0012831,245923,53760,52
VEND4043,BILL0012832,221817,64099,178
VEND7035,BILL0012833,102917,13821,107
VEND1021,BILL0012834,206277,115638,155
VEND8905,BILL0012835,33660,25954,36
VEND8382,BILL0012836,208650,179735,163
VEND2949,BILL0012837,181832,7449,51
VEND5476,BILL0012838,73201,26732,91
VEND1331,BILL0012839,82256,50410,1
VEND6223,BILL0012840,143917,53196,12
VEND1162,BILL0012841,17096,12205,37
VEND6159,BILL0012842,197080,23301,115
VEND4621,BILL0012843,114841,36848,119
VEND5226,BILL0012844,102247,101520,28
VEND7245,BILL0012845,246185,99730,62
VEND5064,BILL0012846,74377,33358,4
VEND1820,BILL0012847,135406,45008,35
VEND1807,BILL0012848,68123,5494,54
VEND5799,BILL0012849,59368,5734,179
VEND2790,BILL0012850,11132,5788,58
VEND1500,BILL0012851,45924,26933,70
VEND9835,BILL0012852,138290,136615,116
VEND9612,BILL0012853,143170,101308,61
VEND3077,BILL0012854,105286,41003,164
VEND8860,BILL0012855,204437,108324,0
VEND4883,BILL0012856,84022,80625,174
VEND9690,BILL0012857,95368,20652,155
VEND7197,BILL0012858,70442,3604,126
VEND2887,BILL0012859,63586,19854,135
VEND9768,BILL0012860,171911,88115,119
VEND6006,BILL0012861,222651,90993,29
VEND7191,BILL0012862,128549,110293,125
VEND9827,BILL0012863,13647,10369,22
VEND7566,BILL0012864,94140,30956,129
VEND5893,BILL0012865,66161,46388,58
VEND6789,BILL0012866,143544,18269,102
VEND3654,BILL0012867,215425,22786,173
VEND1764,BILL0012868,214712,3868,110
VEND1645,BILL0012869,78710,35209,1
VEND3507,BILL0012870,16132,2232,157
VEND9868,BILL0012871,228849,104460,78
VEND1534,BILL0012872,171889,42052,174
VEND2754,BILL0012873,236734,179139,180
VEND3318,BILL0012874,33677,5547,17
VEND7583,BILL0012875,182161,49462,76
VEND3363,BILL0012876,27937,22089,13
VEND3417,BILL0012877,48499,1917,161
VEND5789,BILL0012878,76408,38359,171
VEND1609,BILL0012879,22904,11336,72
VEND6426,BILL0012880,47969,10798,80
VEND7591,BILL0012881,68309,35054,20
VEND1209,BILL0012882,204215,132505,58
VEND7093,BILL0012883,198079,163456,28
VEND5435,BILL0012884,58027,35105,82
VEND5030,BILL0012885,132392,77584,71
VEND6778,BILL0012886,107426,30441,161
VEND2801,BILL0012887,109462,11171,176
VEND7187,BILL0012888,157809,52349,102
VEND4392,BILL0012889,212603,153938,168
VEND7464,BILL0012890,1460,865,94
VEND9505,BILL0012891,53795,12983,29
VEND8812,BILL0012892,7465,924,163
VEND5452,BILL0012893,29399,8896,80
VEND1462,BILL0012894,205277,20770,167
VEND9258,BILL0012895,146146,35344,64
VEND5229,BILL0012896,93623,85533,154
VEND9482,BILL0012897,205871,166284,122
VEND7595,BILL0012898,164822,83648,165
VEND1547,BILL0012899,106085,91710,65
VEND2916,BILL0012900,15142,4195,35
VEND2638,BILL0012901,164161,36115,159
VEND7355,BILL0012902,113670,33182,50
VEND3767,BILL0012903,95468,36347,15
VEND9201,BILL0012904,212047,133009,166
VEND8608,BILL0012905,181323,66114,52
VEND4713,BILL0012906,68451,51380,91
VEND3887,BILL0012907,1877,1644,146
VEND6465,BILL0012908,241558,220221,129
VEND3958,BILL0012909,89367,88620,73
VEND7866,BILL0012910,47250,28366,72
VEND3671,BILL0012911,73539,52568,178
VEND1597,BILL0012912,246845,107414,52
VEND6832,BILL0012913,34390,23796,147
VEND7211,BILL0012914,175966,28803,41
VEND4537,BILL0012915,195479,120245,100
VEND2873,BILL0012916,204380,60261,33
VEND2500,BILL0012917,41802,41759,75
VEND7221,BILL0012918,147188,23021,117
VEND1810,BILL0012919,203281,65769,22
VEND9501,BILL0012920,158431,29633,137
VEND5224,BILL0012921,189411,92940,7
VEND1342,BILL0012922,247672,110055,109
VEND7228,BILL0012923,168757,123682,138
VEND3355,BILL0012924,149215,121695,166
VEND6246,BILL0012925,185633,75607,33
VEND5604,BILL0012926,15328,436,178
VEND8780,BILL0012927,235488,163095,127
VEND7522,BILL0012928,31137,7106,40
VEND2503,BILL0012929,89547,3739,92
VEND8643,BILL0012930,245990,99305,72
VEND6957,BILL0012931,164911,78687,119
VEND5274,BILL0012932,195412,36528,32
VEND4232,BILL0012933,102536,18158,111
VEND6397,BILL0012934,25485,14661,145
VEND1835,BILL0012935,134974,65828,88
VEND3637,BILL0012936,116452,5983,135
VEND9695,BILL0012937,218111,71482,139
VEND7174,BILL0012938,220144,130413,59
VEND8581,BILL0012939,132308,2768,147
VEND8095,BILL0012940,208294,13466,143
VEND5239,BILL0012941,120751,15434,94
VEND6688,BILL0012942,114686,8499,55
VEND4110,BILL0012943,128379,125444,69
VEND2552,BILL0012944,71840,61157,170
VEND9486,BILL0012945,206720,199214,165
VEND6376,BILL0012946,122381,48742,25
VEND3788,BILL0012947,218889,151146,31
VEND5335,BILL0012948,39308,36435,177
VEND1218,BILL0012949,49666,12602,53
VEND6653,BILL0012950,246897,154878,159
VEND7876,BILL0012951,122034,59109,123
VEND4114,BILL0012952,62880,52742,179
VEND8219,BILL0012953,154105,101236,128
VEND2872,BILL0012954,221981,138542,14
VEND9957,BILL0012955,218733,20079,72
VEND2210,BILL0012956,3716,578,42
VEND4428,BILL0012957,191447,55000,27
VEND4657,BILL0012958,58892,14935,50
VEND2431,BILL0012959,105568,38531,150
VEND8429,BILL0012960,127364,26227,35
VEND9026,BILL0012961,237712,164861,126
VEND8350,BILL0012962,10540,2047,21
VEND8364,BILL0012963,23196,8838,45
VEND3320,BILL0012964,106959,89570,104
VEND8693,BILL0012965,189554,43916,11
VEND5099,BILL0012966,119566,5879,56
VEND2205,BILL0012967,16151,13502,51
VEND4326,BILL0012968,150674,73014,176
VEND1249,BILL0012969,14591,9238,172
VEND1930,BILL0012970,110988,10,167
VEND8737,BILL0012971,184415,69155,158
VEND8903,BILL0012972,55579,37373,24
VEND6422,BILL0012973,167133,27986,97
VEND7971,BILL0012974,164604,72312,116
VEND6846,BILL0012975,173454,44846,26
VEND4654,BILL0012976,72822,28804,8
VEND9087,BILL0012977,16156,8570,63
VEND6250,BILL0012978,195735,187385,107
VEND3255,BILL0012979,11772,10433,94
VEND4559,BILL0012980,44111,6418,21
VEND1141,BILL0012981,213326,50696,53
VEND6310,BILL0012982,174088,107852,63
VEND7335,BILL0012983,235085,233129,172
VEND9116,BILL0012984,138118,124036,139
VEND5615,BILL0012985,24698,24295,0
VEND3506,BILL0012986,101947,47740,127
VEND8017,BILL0012987,92871,54434,2
VEND5430,BILL0012988,71659,49749,111
VEND3405,BILL0012989,40611,15445,166
VEND1443,BILL0012990,77483,62839,97
VEND4073,BILL0012991,56918,43565,104
VEND4727,BILL0012992,125350,64309,150
VEND4632,BILL0012993,245650,186384,64
VEND4552,BILL0012994,196292,41701,6
VEND9198,BILL0012995,45356,30785,38
VEND8247,BILL0012996,36399,36367,15
VEND1791,BILL0012997,28611,4090,159
VEND5261,BILL0012998,145453,87811,18
VEND9738,BILL0012999,129408,42226,92
VEND8079,BILL0013000,204235,101541,58
VEND5346,BILL0013001,68208,44718,11
VEND1017,BILL0013002,207799,183896,125
VEND2381,BILL0013003,90758,62423,2
VEND7981,BILL0013004,9409,2263,107
VEND1894,BILL0013005,95967,64054,24
VEND5693,BILL0013006,245796,48400,59
VEND6243,BILL0013007,29569,8110,150
VEND4671,BILL0013008,126134,116334,170
VEND3587,BILL0013009,234795,55301,126
VEND3635,BILL0013010,67129,23995,127
VEND3837,BILL0013011,69698,63754,61
VEND6492,BILL0013012,119215,45594,59
VEND3466,BILL0013013,98885,30568,65
VEND6511,BILL0013014,215318,125025,149
VEND5280,BILL0013015,161057,113193,127
VEND1151,BILL0013016,62920,5311,163
VEND7614,BILL0013017,63820,34597,84
VEND2343,BILL0013018,154833,112824,33
VEND4558,BILL0013019,56809,32382,150
VEND4733,BILL0013020,229114,216573,79
VEND2108,BILL0013021,149855,36757,70
VEND7693,BILL0013022,3766,2244,115
VEND8930,BILL0013023,63808,51335,122
VEND2882,BILL0013024,224966,169956,100
VEND1039,BILL0013025,54517,45165,150
VEND2825,BILL0013026,243664,28236,65
VEND8492,BILL0013027,42631,13129,109
VEND7337,BILL0013028,201935,172285,89
VEND2120,BILL0013029,220716,188088,168
VEND6607,BILL0013030,232485,57944,30
VEND1866,BILL0013031,101849,83857,44
VEND8296,BILL0013032,13935,12231,11
VEND5053,BILL0013033,70458,43566,54
VEND7308,BILL0013034,68332,5603,124
VEND4136,BILL0013035,199851,179942,53
VEND6992,BILL0013036,43014,41870,176
VEND1719,BILL0013037,157613,11208,60
VEND6323,BILL0013038,128016,110517,118
VEND1037,BILL0013039,38720,15125,148
VEND5850,BILL0013040,71626,24477,20
VEND4070,BILL0013041,232771,27426,99
VEND8840,BILL0013042,149554,149029,91
VEND9545,BILL0013043,64256,28331,160
VEND7142,BILL0013044,54298,11184,162
VEND7159,BILL0013045,49512,39471,48
VEND2298,BILL0013046,22015,21646,113
VEND3703,BILL0013047,244208,76629,114
VEND3189,BILL0013048,137237,108314,135
VEND6355,BILL0013049,128445,43116,148
VEND6468,BILL0013050,74588,4216,173
VEND2079,BILL0013051,203962,15391,71
VEND4222,BILL0013052,115009,60828,90
VEND7681,BILL0013053,222370,122983,70
VEND7391,BILL0013054,66341,65830,122
VEND3847,BILL0013055,235192,16503,114
VEND8874,BILL0013056,52096,30520,70
VEND3724,BILL0013057,85660,79113,115
VEND9653,BILL0013058,179754,58946,50
VEND4794,BILL0013059,12680,1053,171
VEND7291,BILL0013060,74880,64170,21
VEND9787,BILL0013061,187479,180616,22
VEND7077,BILL0013062,167495,139434,150
VEND4789,BILL0013063,18768,463,29
VEND4278,BILL0013064,238720,66745,123
VEND1356,BILL0013065,187829,66611,36
VEND9686,BILL0013066,139992,76455,81
VEND4064,BILL0013067,22376,19005,110
VEND2228,BILL0013068,38978,1746,172
VEND1202,BILL0013069,242319,19922,115
VEND4168,BILL0013070,8456,6950,116
VEND5298,BILL0013071,214829,77390,86
VEND9457,BILL0013072,170711,127280,48
VEND3278,BILL0013073,132285,14815,148
VEND7482,BILL0013074,7153,72,30
VEND5097,BILL0013075,114231,107046,38
VEND4464,BILL0013076,114145,18349,90
VEND4699,BILL0013077,134508,69016,39
VEND3091,BILL0013078,133007,18861,160
VEND3349,BILL0013079,10406,9456,104
VEND5403,BILL0013080,235217,188258,145
VEND3227,BILL0013081,46093,20269,33
VEND4556,BILL0013082,174384,45670,167
VEND3037,BILL0013083,236863,175039,140
VEND3434,BILL0013084,89844,48871,13
VEND5487,BILL0013085,207467,141579,159
VEND4983,BILL0013086,170627,105298,39
VEND6651,BILL0013087,141966,103878,1
VEND2736,BILL0013088,73763,40315,104
VEND7640,BILL0013089,109082,2268,66
VEND8870,BILL0013090,183939,56506,124
VEND5663,BILL0013091,114576,67510,34
VEND8854,BILL0013092,102640,42012,136
VEND2312,BILL0013093,183830,102957,80
VEND9907,BILL0013094,246507,67159,174
VEND9921,BILL0013095,70852,9967,27
VEND7855,BILL0013096,25731,22160,52
VEND2255,BILL0013097,183407,50682,34
VEND6505,BILL0013098,94682,82297,83
VEND5563,BILL0013099,77217,58391,90
VEND6267,BILL0013100,249783,3098,108
VEND4020,BILL0013101,115989,96955,18
VEND4535,BILL0013102,19384,13587,168
VEND9763,BILL0013103,114634,73292,114
VEND7568,BILL0013104,144051,129465,99
VEND9872,BILL0013105,40909,36011,118
VEND5444,BILL0013106,157691,127345,88
VEND7633,BILL0013107,131585,49057,135
VEND1222,BILL0013108,146359,97688,0
VEND4737,BILL0013109,201424,150081,9
VEND6270,BILL0013110,123743,102592,173
VEND8789,BILL0013111,100024,29237,6
VEND9210,BILL0013112,109631,479,36
VEND3319,BILL0013113,148117,63769,173
VEND7659,BILL0013114,220394,87996,50
VEND7194,BILL0013115,226421,35983,64
VEND1333,BILL0013116,11080,10296,100
VEND5939,BILL0013117,98495,61579,106
VEND7410,BILL0013118,122872,107644,177
VEND4383,BILL0013119,244586,103108,10
VEND8905,BILL0013120,115807,83939,115
VEND5487,BILL0013121,104849,103442,6
VEND2599,BILL0013122,140835,62454,108
VEND2138,BILL0013123,61080,19707,75
VEND1995,BILL0013124,102245,57088,50
VEND2468,BILL0013125,54859,46166,138
VEND6413,BILL0013126,52086,47918,140
VEND4990,BILL0013127,98097,73886,84
VEND1857,BILL0013128,119437,95990,51
VEND7858,BILL0013129,20345,14577,164
VEND5231,BILL0013130,18941,17427,102
VEND8718,BILL0013131,142951,94237,122
VEND2638,BILL0013132,12497,8271,117
VEND8442,BILL0013133,69696,23118,56
VEND1469,BILL0013134,104665,34410,139
VEND8935,BILL0013135,112259,78062,26
VEND4950,BILL0013136,58291,23588,6
VEND5840,BILL0013137,79420,67910,109
VEND5039,BILL0013138,232114,205919,134
VEND6935,BILL0013139,47697,39458,78
VEND1604,BILL0013140,171074,73950,48
VEND6462,BILL0013141,188050,68181,131
VEND5176,BILL0013142,245155,235354,62
VEND9501,BILL0013143,210084,157491,81
VEND3827,BILL0013144,35754,3815,80
VEND5368,BILL0013145,186214,113159,172
VEND7883,BILL0013146,167487,50129,10
VEND5795,BILL0013147,166323,157502,32
VEND7891,BILL0013148,88957,75508,107
VEND2952,BILL0013149,39323,13934,98
VEND6849,BILL0013150,125463,110032,63
VEND1539,BILL0013151,243016,94005,167
VEND7871,BILL0013152,232587,231278,98
VEND1554,BILL0013153,61058,33053,126
VEND6510,BILL0013154,168443,131456,59
VEND1839,BILL0013155,198910,94266,161
VEND9064,BILL0013156,184815,111163,122
VEND9918,BILL0013157,79815,11184,67
VEND5563,BILL0013158,241311,223048,16
VEND5735,BILL0013159,216991,88883,71
VEND7162,BILL0013160,111889,4998,83
VEND6898,BILL0013161,8335,7163,26
VEND1335,BILL0013162,30535,8041,34
VEND3408,BILL0013163,103110,85931,111
VEND4740,BILL0013164,209633,21297,90
VEND1535,BILL0013165,189159,164023,27
VEND3215,BILL0013166,229108,65321,171
VEND8655,BILL0013167,59281,1367,78
VEND4445,BILL0013168,31485,21751,118
VEND3569,BILL0013169,147985,120968,157
VEND7071,BILL0013170,241430,73048,26
VEND4857,BILL0013171,23761,21814,81
VEND2591,BILL0013172,237295,5984,163
VEND9471,BILL0013173,19750,7939,28
VEND4032,BILL0013174,248780,45660,60
VEND6617,BILL0013175,143650,106854,172
VEND1331,BILL0013176,137038,123295,2
VEND3315,BILL0013177,74539,14788,36
VEND4431,BILL0013178,125569,101956,177
VEND9431,BILL0013179,201395,106331,2
VEND6110,BILL0013180,132777,41581,116
VEND1909,BILL0013181,57756,53755,119
VEND5006,BILL0013182,61512,42863,129
VEND4895,BILL0013183,150520,125956,79
VEND6275,BILL0013184,85858,14976,153
VEND3063,BILL0013185,208509,91653,50
VEND4850,BILL0013186,76615,23671,55
VEND8096,BILL0013187,83163,22282,129
VEND3105,BILL0013188,47120,14485,141
VEND2878,BILL0013189,62425,23866,130
VEND7328,BILL0013190,233535,162502,133
VEND5556,BILL0013191,126654,90811,49
VEND9773,BILL0013192,177034,107644,6
VEND5482,BILL0013193,243596,58830,71
VEND1649,BILL0013194,113126,31499,125
VEND3697,BILL0013195,106935,54915,58
VEND6199,BILL0013196,154600,134247,27
VEND9581,BILL0013197,113409,2634,145
VEND7398,BILL0013198,35114,972,74
VEND5026,BILL0013199,57885,5146,48
VEND5320,BILL0013200,166083,163877,130
VEND1590,BILL0013201,220608,12779,64
VEND6088,BILL0013202,163026,115543,5
VEND1951,BILL0013203,220739,205071,25
VEND6625,BILL0013204,11665,10975,71
VEND7763,BILL0013205,239342,6173,89
VEND2825,BILL0013206,32409,16407,49
VEND6937,BILL0013207,121727,31374,92
VEND5838,BILL0013208,39560,39103,115
VEND4656,BILL0013209,234540,182737,118
VEND9781,BILL0013210,210630,35244,79
VEND3961,BILL0013211,129603,39237,53
VEND7049,BILL0013212,243382,10867,75
VEND4241,BILL0013213,49058,4941,123
VEND5471,BILL0013214,26325,21326,156
VEND3014,BILL0013215,108336,99014,144
VEND6799,BILL0013216,134001,7528,83
VEND5607,BILL0013217,179304,157883,34
VEND2983,BILL0013218,226235,208895,44
VEND7257,BILL0013219,247013,11464,60
VEND4020,BILL0013220,123929,79019,15
VEND6844,BILL0013221,25220,21869,158
VEND3144,BILL0013222,84141,74838,56
VEND8912,BILL0013223,144770,50335,100
VEND5081,BILL0013224,39477,12711,134
VEND3884,BILL0013225,7753,2045,130
VEND6936,BILL0013226,12410,9949,148
VEND1076,BILL0013227,228900,54851,112
VEND2559,BILL0013228,222870,21456,98
VEND8207,BILL0013229,211835,8952,85
VEND3280,BILL0013230,47002,19321,168
VEND5124,BILL0013231,9611,5693,167
VEND5752,BILL0013232,176133,20637,172
VEND1039,BILL0013233,215003,93979,72
VEND8531,BILL0013234,88712,14007,149
VEND6416,BILL0013235,81622,41138,21
VEND3831,BILL0013236,177494,104285,85
VEND5139,BILL0013237,194686,98688,70
VEND2576,BILL0013238,5628,1508,32
VEND2393,BILL0013239,111629,50083,9
VEND2907,BILL0013240,233091,218834,141
VEND2727,BILL0013241,10361,4447,136
VEND9132,BILL0013242,104044,80649,138
VEND7097,BILL0013243,1645,923,63
VEND1777,BILL0013244,203149,171818,106
VEND8080,BILL0013245,61148,28944,149
VEND8486,BILL0013246,134119,73603,141
VEND6244,BILL0013247,95430,5196,179
VEND6352,BILL0013248,178356,117294,169
VEND2485,BILL0013249,95677,87669,116
VEND7581,BILL0013250,107833,76376,4
VEND2147,BILL0013251,185872,58202,61
VEND2364,BILL0013252,183821,126139,143
VEND1585,BILL0013253,149711,95877,73
VEND4467,BILL0013254,191458,70370,68
VEND1599,BILL0013255,33297,12262,57
VEND1826,BILL0013256,5771,60,63
VEND6314,BILL0013257,120249,20651,144
VEND9121,BILL0013258,147096,5836,101
VEND1871,BILL0013259,93920,50823,50
VEND3730,BILL0013260,3815,232,119
VEND3326,BILL0013261,111601,64315,7
VEND6652,BILL0013262,28842,25021,51
VEND5987,BILL0013263,247870,60561,23
VEND7403,BILL0013264,109652,41450,176
VEND4084,BILL0013265,189788,165015,11
VEND8603,BILL0013266,99312,21487,60
VEND2484,BILL0013267,194521,104550,161
VEND1666,BILL0013268,174901,79700,51
VEND7026,BILL0013269,241255,51431,33
VEND7061,BILL0013270,81893,15205,20
VEND5142,BILL0013271,240757,190700,92
VEND5742,BILL0013272,187111,107973,112
VEND1252,BILL0013273,212983,60099,41
VEND9047,BILL0013274,146998,7305,147
VEND7124,BILL0013275,214130,155619,35
VEND5250,BILL0013276,25308,11668,107
VEND1212,BILL0013277,11125,1619,18
VEND4283,BILL0013278,199128,101032,78
VEND8090,BILL0013279,103876,60088,93
VEND9454,BILL0013280,178297,106819,44
VEND1033,BILL0013281,128697,104473,170
VEND5805,BILL0013282,119651,58716,70
VEND4917,BILL0013283,243223,233524,82
VEND4079,BILL0013284,148989,142436,53
VEND2089,BILL0013285,236079,160071,97
VEND4692,BILL0013286,162420,72331,10
